слово,категорія
ноутбук,речі
стіл,речі
лампа,речі
ручка,речі
шафа,речі
дзеркало,речі
дзеркало,речі
ноутбук,речі
годинник,речі
годинник,речі
ноутбук,речі
стіл,речі
дзеркало,речі
лампа,речі
дзеркало,речі
ноутбук,речі
ноутбук,речі
ноутбук,речі
ноутбук,речі
стіл,речі
телефон,речі
ноутбук,речі
шафа,речі
дзеркало,речі
дзеркало,речі
книга,речі
телефон,речі
ручка,речі
годинник,речі
стіл,речі
годинник,речі
ручка,речі
шафа,речі
дзеркало,речі
дзеркало,речі
книга,речі
стіл,речі
шафа,речі
ручка,речі
стіл,речі
стіл,речі
дзеркало,речі
стіл,речі
стіл,речі
годинник,речі
книга,речі
книга,речі
стіл,речі
ноутбук,речі
лампа,речі
ноутбук,речі
годинник,речі
телефон,речі
телефон,речі
стіл,речі
стіл,речі
книга,речі
стіл,речі
ноутбук,речі
ноутбук,речі
дзеркало,речі
лампа,речі
телефон,речі
шафа,речі
телефон,речі
ноутбук,речі
телефон,речі
дзеркало,речі
стіл,речі
лампа,речі
ручка,речі
стіл,речі
лампа,речі
ноутбук,речі
ручка,речі
годинник,речі
дзеркало,речі
книга,речі
книга,речі
ручка,речі
ноутбук,речі
стіл,речі
шафа,речі
годинник,речі
книга,речі
телефон,речі
ноутбук,речі
ручка,речі
ноутбук,речі
книга,речі
ручка,речі
стіл,речі
книга,речі
ноутбук,речі
шафа,речі
телефон,речі
лампа,речі
стіл,речі
дзеркало,речі
телефон,речі
книга,речі
книга,речі
шафа,речі
дзеркало,речі
телефон,речі
ручка,речі
годинник,речі
стіл,речі
телефон,речі
ноутбук,речі
лампа,речі
годинник,речі
стіл,речі
телефон,речі
ноутбук,речі
стіл,речі
годинник,речі
лампа,речі
телефон,речі
ручка,речі
дзеркало,речі
ноутбук,речі
лампа,речі
шафа,речі
шафа,речі
шафа,речі
